sim,total_net_income,default_rate_annual,lgd,margin_shock,macro_factor
0,17563472.91322928,0.06838544665886397,0.2410454128730876,0.017610944050854994,0.30471707975443135
1,-32733899.942332596,0.11727820721079664,0.5923334056411972,-0.03,-1.9510351886538364
2,13448852.290222496,0.07014172910069975,0.25468904799491,0.010762034789819058,-0.016801157504288795
3,7843999.537044695,0.022552437070825358,0.3145374237528792,-0.01121841547030427,0.06603069756121605
4,12314136.115935609,0.06528586386383065,0.21261252501193784,0.0045088645955459195,0.36875078408249884
5,7123481.524655326,0.06933088944717303,0.2156803635386883,-0.004799725510262432,-0.18486236354526056
6,4690911.385741128,0.06630979327962062,0.35784859857927964,-0.0008893106313237153,-0.4283278221631072
7,13828914.756418856,0.03215757387728689,0.2,8.93442882950668e-05,0.4127326115959884
8,7481246.587652277,0.07862949177697047,0.35304030751880594,0.008721873132293577,-0.5122427290715373
9,1065221.3693573512,0.07168547325955496,0.5504444137450039,0.007589311041103555,-0.11394745765487507
10,18893572.590514258,0.023275979018053377,0.4299416587661824,0.013794458209457192,0.7432541712034423
11,14251762.778379837,0.042704178676152005,0.2413997851424382,0.00481230511386707,0.11668580914072822
12,21336670.103699606,0.03554812517377857,0.27724981662596776,0.01852905139322629,0.6789135630718949
13,-24974579.36217601,0.08507607556236566,0.6383318219512794,-0.029642392406162444,-1.4571558198556664
14,16012657.792457532,0.020481160354725702,0.5750215803499091,0.009802424779489356,-0.27514225122668373
15,-15744499.686221235,0.0897122337666944,0.5571153502976575,-0.015508936831525185,-1.6828697716158048
16,15322574.891549423,0.018069700674284497,0.3804418973901361,0.003519620992895416,0.711226579792855
17,5139936.668089837,0.03816656301236703,0.5194766018346293,-0.003893490206448673,0.8579758812571538
18,2053733.902703246,0.05589240884903197,0.476888567494568,-0.003238081404757982,-0.9194522860016113
19,2481906.7708373386,0.054422419493029166,0.3421218873072244,-0.010417085589544708,-0.42725264633653426
20,5883777.530634386,0.05671506810036744,0.41071330791609123,0.001061188289457037,0.45677523755741145
21,-10072353.76311126,0.06137324412947614,0.6095437046914537,-0.0167350329306086,-1.1958396455890397
22,16103807.12983438,0.030502026632089226,0.23599661750868836,0.005405989372001765,0.48074665890590895
23,-18044989.5313902,0.059884004593964875,0.7287150612695257,-0.026451602986024725,-0.42329831204415375
24,-21486594.93637621,0.09827038274372252,0.477999459870355,-0.03,-1.3226996123544024
25,12781029.847996455,0.026983792617824832,0.5010399969465056,0.005082019066833035,-0.3781625540393897
26,-15965076.076796185,0.0724880874376419,0.6612417882192987,-0.01799799959172915,-0.933617680009877
27,15895448.064358445,0.07419557349109215,0.23525587614466517,0.015245840776419679,0.8403081374573955
28,-12435665.056152228,0.09487655071633352,0.4530162914876107,-0.015890706957654814,-0.5941499556967944
29,12445021.26423015,0.045077481314535255,0.2,-9.44612086326202e-05,0.23267621135470395
30,3865993.3484181426,0.06525351024553941,0.4753060465619494,0.004747374675933287,-1.023497492621865
31,11913109.664280543,0.02586194416675697,0.2,-0.005001391838087503,0.8351112459145785
32,-19653046.1762726,0.08367011102079838,0.5353089251874179,-0.028516735151689687,-0.6397515327497477
33,1881919.89475571,0.04311284693040116,0.5765356664788133,-0.005380066271670694,0.6351509468144043
34,29542480.84524849,0.02457519154751536,0.2,0.03,0.3135138474501953
35,-1342906.3244975135,0.0651319217978545,0.7113633006320679,0.00964664621763649,0.4144094332759964
36,-11946901.722596236,0.07507650329680952,0.5914766199934449,-0.013487807034268842,-0.812941095310326
37,13168043.500123098,0.026124968262425295,0.3097724017418125,0.0004288811643263157,1.0659802307876436
38,-9912065.492083654,0.09307564938124127,0.5924518671756959,0.001318711280339504,-1.674682944704357
39,3748802.9372296417,0.024691412187229075,0.4692772749286447,-0.014915275500177929,0.13027452147288585
